valid_time,price_buy,price_sell,generation,solar_generation,wind_generation,consumption,power_buy,power_sell,battery_charge,battery_discharge,battery_state,energy_cost,grid_cost_energy,total_grid_cost,total_cost
2019-06-11T22:00:00.000+00:00,0.0605,-0.0195,295.0000340155993,-0.0,295.0000340155993,128.98992887231952,90.48341370065089,0.0,256.49351884393064,0.0,377.8258442401235,5.4742465288893785,1.3572512055097632,9.052906663387288,14.527153192276668
2019-06-11T23:00:00.000+00:00,0.0646,-0.0154,278.70749101568646,-0.0,278.70749101568646,126.66143248326607,0.0,0.0,152.04605853242037,0.0,514.6672969193019,0.0,0.0,7.695655457877526,7.695655457877526
2019-06-12T00:00:00.000+00:00,0.0623,-0.0177,271.74771513011217,-0.0,271.74771513011217,123.90520048136912,0.0,0.0,147.84251464874305,0.0,647.7255601031707,0.0,0.0,7.695655457877526,7.695655457877526
2019-06-12T01:00:00.000+00:00,0.0641,-0.0159,307.9654260639438,-0.0,307.9654260639438,137.8093417650189,0.0,0.0,170.15608429892492,0.0,800.8660359722031,0.0,0.0,7.695655457877526,7.695655457877526
2019-06-12T02:00:00.000+00:00,0.0608,-0.019200000000000002,389.22395417577485,-0.0,389.22395417577485,123.51954970044498,0.0,0.0,265.70440447532985,0.0,1040.0,0.0,0.0,7.695655457877526,7.695655457877526
2019-06-12T03:00:00.000+00:00,0.168,0.088,109.52708421230102,0.4204666153249514,109.10661759697606,131.08959112901871,21.562506916717695,0.0,0.0,0.0,1040.0,3.622501162008573,0.3234376037507654,8.019093061628292,11.641594223636865
2019-06-12T04:00:00.000+00:00,0.32699999999999996,0.24699999999999997,165.99670445649394,11.525770674508228,154.4709337819857,152.02643007475635,0.0,13.970274381737596,0.0,0.0,1040.0,-3.450657772289186,0.20955411572606394,7.90520957360359,4.454551801314404
2019-06-12T05:00:00.000+00:00,0.5915,0.5115,503.4082431958261,35.850566110320635,467.5576770855055,147.21905494480853,0.0,480.87447077331996,0.0,124.68528252230237,901.4607971974418,-245.96729180055314,7.2131170615997995,14.908772519477324,-231.0585192810758
2019-06-12T06:00:00.000+00:00,0.6511,0.5710999999999999,474.0595964936723,36.94450148748231,437.11509500619,145.69828004535202,0.0,480.87447077331996,0.0,152.51315432499968,732.001736836331,-274.627410258643,7.2131170615997995,14.908772519477324,-259.7186377391657
2019-06-12T07:00:00.000+00:00,0.6011000000000001,0.5211,418.5886388849765,50.41996780600764,368.1686710789688,162.09076328144064,0.0,480.87447077331996,0.0,224.37659516978414,482.6944088699042,-250.58368671997704,7.2131170615997995,14.908772519477324,-235.6749142004997
2019-06-12T08:00:00.000+00:00,0.5466,0.46659999999999996,397.3424601196196,51.457984809241296,345.8844753103783,155.4590006696966,0.0,480.87447077331996,0.0,238.99101132339695,217.14884073279643,-224.37602806283107,7.2131170615997995,14.908772519477324,-209.46725554335373
2019-06-12T09:00:00.000+00:00,0.5333,0.4533,460.326586005168,47.82189254122102,412.504693463947,163.86598327839494,0.0,480.87447077331996,0.0,184.4138680465469,12.244542903299873,-217.98039760154592,7.2131170615997995,14.908772519477324,-203.07162508206858
2019-06-12T10:00:00.000+00:00,0.3786,0.29860000000000003,464.2574449740406,69.19810333430534,395.05934163973524,154.83809686771232,0.0,309.41934810632824,0.0,0.0,12.244542903299873,-92.39261734454962,4.641290221594923,12.33694567947245,-80.05567166507717
2019-06-12T11:00:00.000+00:00,0.3774,0.29740000000000005,403.51969338823403,81.15343703044122,322.3662563577928,152.19488672031517,0.0,251.32480666791886,0.0,0.0,12.244542903299873,-74.74399750303908,3.769872100018783,11.465527557896309,-63.27846994514277
2019-06-12T12:00:00.000+00:00,0.377,0.29700000000000004,408.98506716230037,93.10831591686139,315.876751245439,153.83868812823337,0.0,255.146379034067,0.0,0.0,12.244542903299873,-75.7784745731179,3.827195685511005,11.52285114338853,-64.25562342972938
2019-06-12T13:00:00.000+00:00,0.37,0.29000000000000004,430.4887581066842,92.1785725604222,338.310185546262,154.20055205619417,0.0,276.28820605049003,0.0,0.0,12.244542903299873,-80.12357975464212,4.14432309075735,11.839978548634875,-68.28360120600725
2019-06-12T14:00:00.000+00:00,0.36389999999999995,0.2839,408.21549649653787,76.5170637223685,331.69843277416936,162.3736369484257,0.0,245.84185954811215,0.0,0.0,12.244542903299873,-69.79450392570904,3.6876278932216824,11.383283351099209,-58.41122057460982
