valid_time,price_buy,price_sell,generation,solar_generation,wind_generation,consumption,power_buy,power_sell,battery_charge,battery_discharge,battery_state,energy_cost,grid_cost_energy,total_grid_cost,total_cost
2019-10-04T09:00:00.000+00:00,0.7070000000000001,0.627,277.8937686065626,277.8937686065626,-0.0,202.9385806782961,0.0,74.95518792826653,0.0,0.0,0.0,-46.996902831023114,1.1243278189239978,11.247382453431717,-35.7495203775914
2019-10-04T10:00:00.000+00:00,0.6106,0.5306,321.9007207300785,321.9007207300785,-0.0,186.36929204984622,0.0,135.53142868023227,0.0,0.0,0.0,-71.91297605773124,2.032971430203484,12.156026064711202,-59.75694999302004
2019-10-04T11:00:00.000+00:00,0.5178,0.4378,247.58425232144137,247.58425232144137,-0.0,182.1045128273052,0.0,65.47973949413617,0.0,0.0,0.0,-28.667029950532815,0.9821960924120425,11.105250726919762,-17.56177922361305
2019-10-04T12:00:00.000+00:00,0.4935,0.41350000000000003,122.24874538129303,122.24874538129303,-0.0,173.69103684152435,51.44229146023132,0.0,0.0,0.0,0.0,25.386770835624155,0.7716343719034697,10.89468900641119,36.281459842035346
2019-10-04T13:00:00.000+00:00,0.5193,0.4393,106.64463719016295,106.64463719016295,-0.0,208.0156452831276,101.37100809296466,0.0,0.0,0.0,0.0,52.641964502676544,1.5205651213944698,11.643619755902188,64.28558425857874
2019-10-04T14:00:00.000+00:00,0.5349,0.4549,91.23157485579547,91.23157485579547,-0.0,225.23542554396823,134.00385068817275,0.0,0.0,0.0,0.0,71.67865973310361,2.0100577603225913,12.13311239483031,83.81177212793393
2019-10-04T15:00:00.000+00:00,0.5405,0.46049999999999996,27.04544303025524,27.04544303025524,-0.0,256.53690473505867,229.49146170480344,0.0,0.0,0.0,0.0,124.04013505144626,3.4423719255720515,13.565426560079771,137.605561611526
2019-10-04T16:00:00.000+00:00,0.5427000000000001,0.46270000000000006,1.6766652479787973,1.6766652479787973,-0.0,270.64628509054415,268.96961984256535,0.0,0.0,0.0,0.0,145.96981268856024,4.03454429763848,14.1575989321462,160.12741162070645
2019-10-04T17:00:00.000+00:00,0.5752,0.49520000000000003,-0.0,-0.0,-0.0,274.630969241415,274.630969241415,0.0,0.0,0.0,0.0,157.96773350766193,4.119464538621225,14.242519173128944,172.2102526807909
2019-10-04T18:00:00.000+00:00,0.5322,0.4522,-0.0,-0.0,-0.0,271.864858947886,271.864858947886,0.0,0.0,0.0,0.0,144.68647793206492,4.07797288421829,14.201027518726008,158.88750545079094
2019-10-04T19:00:00.000+00:00,0.445,0.36500000000000005,-0.0,-0.0,-0.0,252.94267392974066,252.94267392974066,0.0,0.0,0.0,0.0,112.5594898987346,3.79414010894611,13.917194743453829,126.47668464218843
