valid_time,price_buy,price_sell,generation,consumption,power_buy,power_sell,battery_charge,battery_discharge,battery_state,energy_cost,grid_cost_energy,total_grid_cost,total_cost
2020-01-22T18:00:00.000+00:00,0.47189999999999993,0.39189999999999997,62.088592192276664,452.15901167036344,396.99967410788605,0,0,0,309.0430000000008,187.3441462115114,5.954995111618291,28.031382919615975,215.37552913112737
2020-01-22T19:00:00.000+00:00,0.5079,0.4279,36.691392510949974,444.57624792537075,414.7339876353153,0,0,0,308.9334038442236,210.64339231997667,6.2210098145297295,28.297397622527413,238.94078994250407
2020-01-22T20:00:00.000+00:00,0.4071,0.32710000000000006,29.959051120489892,437.0164412013871,414.2708733550619,0,0,0,308.91021177672036,168.6496725428457,6.214063100325928,28.290450908323614,196.9401234511693
2020-01-22T21:00:00.000+00:00,0.2571,0.1771,12.706623384773176,440.6496299376447,435.0470327854124,0,0,0,308.51267763999954,111.85059212912952,6.525705491781186,28.60209329977887,140.45268542890838
2020-01-22T22:00:00.000+00:00,0.25370000000000004,0.17370000000000002,28.06984280697066,432.2532105546785,411.7246491236618,0,0,0,307.7257489358537,104.454543482673,6.175869736854926,28.25225754485261,132.70680102752561
2020-01-22T23:00:00.000+00:00,0.24760000000000004,0.16760000000000003,34.98200366357106,432.58316401336765,405.1291568434372,0,0,0,306.3871070539386,100.30997923443508,6.076937352651558,28.153325160649242,128.46330439508432
2020-01-23T00:00:00.000+00:00,0.2457,0.1657,68.72088238557417,440.2065916982147,379.3581003560901,0,0,0,308.01462404602864,93.20828525749134,5.690371505341352,27.766759313339037,120.97504457083038
2020-01-23T01:00:00.000+00:00,0.2445,0.16449999999999998,26.418439991979877,455.93849863723244,436.9553192902992,0,0,0,307.8350669210448,106.83557556647816,6.554329789354488,28.63071759735217,135.46629316383033
2020-01-23T02:00:00.000+00:00,0.2447,0.16469999999999999,40.158428270752985,453.33289212942634,420.8993563468461,0,0,0,307.4547526152727,102.99407249807324,6.313490345202691,28.389878153200375,131.3839506512736
2020-01-23T03:00:00.000+00:00,0.2488,0.16879999999999998,95.99844051173237,465.9647988446511,378.3969541279139,0,0,0,307.3109824408167,94.14516218702498,5.675954311918708,27.752342119916392,121.89750430694137
2020-01-23T04:00:00.000+00:00,0.2488,0.16879999999999998,146.65527172548494,483.37965455257677,346.9582056449296,0,0,0,306.9880379894864,86.32320156445849,5.204373084673944,27.280760892671626,113.60396245713011
2020-01-23T05:00:00.000+00:00,0.4987,0.4187,139.57642022754058,479.96863304368486,350.07814813815287,0,0,0,306.6313564269069,174.58397247649683,5.2511722220722925,27.327560030069975,201.9115325065668
2020-01-23T06:00:00.000+00:00,0.6274,0.5473999999999999,91.04261867489629,464.898562084592,382.7967035272774,0,0,0,306.3293337791938,240.1666517930138,5.74195055290916,27.818338360906843,267.98499015392065
2020-01-23T07:00:00.000+00:00,0.7062,0.6262,56.25075422086682,449.8306258383523,402.397565895419,0,0,0,306.00573894825874,284.17316103534495,6.0359634884312845,28.11235129642897,312.28551233177393
2020-01-23T08:00:00.000+00:00,0.673,0.593,132.09425223816973,438.9192907151659,314.7885015082312,0,0,0,305.8730856889722,211.8526615150396,4.721827522623468,26.79821533062115,238.65087684566078
2020-01-23T09:00:00.000+00:00,0.6265000000000001,0.5465,206.87381801262822,450.395676405993,251.18512873741517,0,0,0,305.71099999999905,157.3674831539906,3.7677769310612272,25.84416473905891,183.21164789304953
2020-01-23T10:00:00.000+00:00,0.6004,0.5204,231.96819783962277,420.00539074141625,194.7978035264212,0,0,0,305.71099999999905,116.9566012372633,2.921967052896318,24.998354860894,141.9549560981573
2020-01-23T11:00:00.000+00:00,0.4972999999999999,0.41729999999999995,206.75334530116245,409.43672937102235,211.76986772035193,0,0,0,305.71099999999905,105.31315521733099,3.176548015805279,25.25293582380296,130.56609104113394
2020-01-23T12:00:00.000+00:00,0.4382999999999999,0.35829999999999995,186.27589622687697,402.7546159531921,225.37213784774605,0,0,0,305.71099999999905,98.78060801866707,3.3805820677161904,25.456969875713874,124.23757789438093
2020-01-23T13:00:00.000+00:00,0.4355,0.35550000000000004,434.41727939462754,400.78002817613117,0,23.28564113109138,0,0,305.71099999999905,-8.278045422102988,0.3492846169663707,22.425672424964056,14.147627002861068
2020-01-23T14:00:00.000+00:00,0.4774,0.39740000000000003,461.1552216714412,420.86337125108093,0,30.913754878000223,0,0,305.71099999999905,-12.285126188517289,0.4637063231700033,22.540094131167688,10.2549679426504
2020-01-23T15:00:00.000+00:00,0.5074000000000001,0.42740000000000006,363.9726088766509,428.10539056319004,72.43204286076457,0,0,0,305.71099999999905,36.75201854755195,1.0864806429114684,23.16286845090915,59.9148869984611
2020-01-23T16:00:00.000+00:00,0.47729999999999995,0.3973,344.512956811658,458.1696617073049,122.75904921277055,0,0,0,305.71099999999905,58.592894189255375,1.8413857381915582,23.917773546189242,82.51066773544461
2020-01-23T17:00:00.000+00:00,0.47479999999999994,0.3948,382.22153955507076,438.92335371428464,66.09648161355385,0,0,0,305.71099999999905,31.382609470115362,0.9914472242033077,23.067835032200993,54.45044450231636
2020-01-23T18:00:00.000+00:00,0.2507,0.1707,253.86509883591012,433.1953310939354,187.69184685407583,0,0,0,305.71099999999905,47.054346006316806,2.8153777028111375,24.89176551080882,71.94611151712563
2020-01-23T19:00:00.000+00:00,0.24039999999999997,0.16039999999999996,259.63997720812125,411.01681495718975,161.92351490680258,0,0,0,305.71099999999905,38.926412983595334,2.4288527236020387,24.50524053159972,63.43165351519505
2020-01-23T20:00:00.000+00:00,0.23789999999999997,0.15789999999999996,298.1227128434246,381.8600238538261,93.81121101941545,0,0,0,305.71099999999905,22.317687101518935,1.4071681652912318,23.483555973288915,45.80124307480785
2020-01-23T21:00:00.000+00:00,0.22469999999999998,0.14469999999999997,390.84873429531393,385.17739564332743,3.402251842952066,0,0,0,305.71099999999905,0.7644859891113291,0.05103377764428099,22.127421585641965,22.891907574753294
2020-01-23T22:00:00.000+00:00,0.2094,0.1294,409.1738257776061,378.4635573218155,0,21.632787059108534,0,0,305.71099999999905,-2.799282645448644,0.324491805886628,22.40087961388431,19.601596968435665
2020-01-23T23:00:00.000+00:00,0.20710000000000003,0.12710000000000002,336.657691922534,348.734060616755,21.149565378419123,0,0,0,304.0487282284241,4.380074989870601,0.3172434806762868,22.39363128867397,26.77370627854457
2020-01-24T00:00:00.000+00:00,0.20950000000000002,0.1295,301.1798227076667,350.98026984367823,59.24428988512818,0,0,0,305.71099999999905,12.411678730934355,0.8886643482769228,22.965052156274606,35.376730887208964
2020-01-24T01:00:00.000+00:00,0.2064,0.12639999999999998,422.1800152467297,351.4606255489257,0,60.60606763257034,0,0,305.71099999999905,-7.6606069487568895,0.909091014488555,22.98547882248624,15.32487187372935
2020-01-24T02:00:00.000+00:00,0.2081,0.1281,421.12143473781754,357.56517013845377,0,52.65285527824039,0,0,305.71099999999905,-6.744830761142593,0.7897928291736058,22.86618063717129,16.121349876028695
2020-01-24T03:00:00.000+00:00,0.21960000000000002,0.1396,366.3748772825926,353.8754712865092,0,1.7390243228619824,0,0,305.71099999999905,-0.24276779547153274,0.026085364842929736,22.102473172840615,21.85970537736908
2020-01-24T04:00:00.000+00:00,0.2304,0.15039999999999998,331.5794910955894,368.63602439307135,46.54959761910571,0,0,0,305.71099999999905,10.725027291441956,0.6982439642865856,22.77463177228427,33.49965906372623
2020-01-24T05:00:00.000+00:00,0.2393,0.1593,319.477930866287,389.32025949432216,79.29381335164882,0,0,0,305.71099999999905,18.975009535049566,1.1894072002747322,23.265795008272416,42.240804543321985
2020-01-24T06:00:00.000+00:00,0.24910000000000002,0.1691,302.4295325083422,384.3414117189918,91.70843327252307,0,0,0,305.71099999999905,22.8445707281855,1.375626499087846,23.45201430708553,46.29658503527103
2020-01-24T07:00:00.000+00:00,0.2544,0.1744,355.84628888459974,375.7341322064594,28.87380749814228,0,0,0,305.71099999999905,7.345496627527397,0.4331071124721342,22.509494920469816,29.854991547997212
2020-01-24T08:00:00.000+00:00,0.254,0.174,352.9728645624658,380.24426802442395,37.67453660171074,0,0,0,305.71099999999905,9.569332296834528,0.5651180490256611,22.641505857023343,32.21083815385787
2020-01-24T09:00:00.000+00:00,0.254,0.174,404.88834918503017,375.02861621476944,0,20.21100458043749,0,0,305.71099999999905,-3.5167147969961228,0.30316506870656235,22.379552876704246,18.862838079708123
2020-01-24T10:00:00.000+00:00,0.2511,0.17109999999999997,336.0639194509927,383.4523756047783,56.15470729373495,0,0,0,305.71099999999905,14.100447001456846,0.8423206094060243,22.918708417403707,37.01915541886055
2020-01-24T11:00:00.000+00:00,0.24870000000000003,0.16870000000000002,437.82149253463996,380.1653981416441,0,49.14274815463035,0,0,305.71099999999905,-8.29038161368614,0.7371412223194552,22.813529030317138,14.523147416630998
2020-01-24T12:00:00.000+00:00,0.2475,0.16749999999999998,376.8617103252816,370.60944425317615,3.3178441668084195,0,0,0,305.71099999999905,0.8211664312850838,0.04976766250212629,22.12615547049981,22.947321901784893
2020-01-24T13:00:00.000+00:00,0.2459,0.1659,451.28761009590164,392.4852007677015,0,49.37307564355255,0,0,305.71099999999905,-8.190993249265368,0.7405961346532883,22.81698394265097,14.625990693385603
2020-01-24T14:00:00.000+00:00,0.2463,0.16629999999999998,410.8070419527333,407.1763647404188,5.747026791351588,0,0,0,305.71099999999905,1.415492698709896,0.08620540187027381,22.162593209867957,23.578085908577854
2020-01-24T15:00:00.000+00:00,0.2515,0.17149999999999999,261.5128898560806,425.58238663454574,173.52759710472787,0,0,0,305.71099999999905,43.64219067183906,2.602913956570918,24.679301764568603,68.32149243640767
2020-01-24T16:00:00.000+00:00,0.2582,0.17819999999999997,244.1004640138339,441.64519256723423,207.21463400992684,0,0,0,305.71099999999905,53.50281850136311,3.1082195101489023,25.184607318146586,78.6874258195097
2020-01-24T17:00:00.000+00:00,0.2546,0.1746,153.18487030043005,417.2323707578358,273.26306207845994,0,0,0,305.71099999999905,69.57277560517589,4.098945931176899,26.175333739174583,95.74810934435047
2020-01-24T18:00:00.000+00:00,0.2488,0.16879999999999998,185.74436265582486,418.04974366000374,241.75240741551957,0,0,0,305.71099999999905,60.14799896498127,3.6262861112327935,25.702673919230477,85.85067288421175
2020-01-24T19:00:00.000+00:00,0.24050000000000002,0.1605,190.7901400776748,394.9623897387347,213.0863249952343,0,0,0,305.71099999999905,51.247261161353855,3.196294874928514,25.2726826829262,76.51994384428005
